_id,Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
1,Acrocephalus scirpaceus,Eurasian Reed Warbler,2015-09-15T00:00:00,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Acrocephalus scirpaceus,0
2,Acrocephalus scirpaceus,Eurasian Reed Warbler,2015-09-15T00:00:00,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Acrocephalus scirpaceus,0
3,Limosa haemastica,Hudsonian Godwit,2015-09-15T00:00:00,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Limosa haemastica,0
4,Limosa haemastica,Hudsonian Godwit,2015-09-15T00:00:00,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Limosa haemastica,0
5,Limosa haemastica,Hudsonian Godwit,2015-09-15T00:00:00,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Limosa haemastica,0
6,Muscicapa striata,Spotted Flycatcher,2015-09-15T00:00:00,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Muscicapa striata,0
7,Larus canus,Mew Gull,2014-08-16T00:00:00,2014,8,16,930,Ireland,IE-M-KY,Munster,Kerry,Ring of Kerry.,52.0018,-10.1239,Larus canus,1
8,Corvus frugilegus,Rook,2014-08-16T00:00:00,2014,8,16,930,Ireland,IE-M-KY,Munster,Kerry,Ring of Kerry.,52.0018,-10.1239,Corvus frugilegus,0
9,Larus argentatus,Herring Gull,2014-08-17T00:00:00,2014,8,17,900,Ireland,IE-M-KY,Munster,Kerry,Dingle peninsula.,52.1773,-10.4411,Larus argentatus,0
10,Corvus frugilegus,Rook,2005-06-22T00:00:00,2005,6,22,1300,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher--Doolin,53.0089,-9.3916,Corvus frugilegus,0
11,Corvus monedula,Eurasian Jackdaw,2005-06-22T00:00:00,2005,6,22,1300,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher--Doolin,53.0089,-9.3916,Corvus monedula,0
12,Erithacus rubecula,European Robin,2005-06-23T00:00:00,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Erithacus rubecula,0
13,Ardea cinerea,Gray Heron,2005-06-23T00:00:00,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Ardea cinerea,1
14,Corvus monedula,Eurasian Jackdaw,2005-06-23T00:00:00,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Corvus monedula,0
15,Cygnus olor,Mute Swan,2005-06-23T00:00:00,2005,6,23,900,Ireland,IE-M-CE,Munster,Clare,Ballyvaughan Harbour,53.1192,-9.1532,Cygnus olor,1
16,Ardea cinerea,Gray Heron,2005-06-23T00:00:00,2005,6,23,900,Ireland,IE-M-CE,Munster,Clare,Ballyvaughan Harbour,53.1192,-9.1532,Ardea cinerea,1
17,Cygnus olor,Mute Swan,2005-06-23T00:00:00,2005,6,23,900,Ireland,IE-M-CE,Munster,Clare,Ballyvaughan Harbour,53.1192,-9.1532,Cygnus olor,1
18,Alca torda,Razorbill,2005-06-23T00:00:00,2005,6,23,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher--Doolin,53.0089,-9.3916,Alca torda,0
19,Motacilla cinerea,Gray Wagtail,2005-06-23T00:00:00,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Motacilla cinerea,0
20,Motacilla alba,White Wagtail,2005-06-23T00:00:00,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Motacilla alba,0
21,Erithacus rubecula,European Robin,2005-06-23T00:00:00,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Erithacus rubecula,0
22,Corvus monedula,Eurasian Jackdaw,2005-07-05T00:00:00,2005,7,5,1000,Ireland,IE-M-KY,Munster,Kerry,Tarbert Estuary,52.578,-9.3668,Corvus monedula,0
23,Sterna hirundo,Common Tern,2005-07-05T00:00:00,2005,7,5,1000,Ireland,IE-M-KY,Munster,Kerry,Tarbert Estuary,52.578,-9.3668,Sterna hirundo,0
24,Sterna hirundo,Common Tern,2005-07-05T00:00:00,2005,7,5,1000,Ireland,IE-M-KY,Munster,Kerry,Tarbert Estuary,52.578,-9.3668,Sterna hirundo,0
25,Chroicocephalus ridibundus,Black-headed Gull,2005-07-05T00:00:00,2005,7,5,1000,Ireland,IE-M-KY,Munster,Kerry,Tarbert Estuary,52.578,-9.3668,Chroicocephalus ridibundus,1
26,Erithacus rubecula,European Robin,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Erithacus rubecula,0
27,Regulus regulus,Goldcrest,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Regulus regulus,0
28,Phasianus colchicus,Ring-necked Pheasant,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Phasianus colchicus,0
29,Streptopelia decaocto,Eurasian Collared-Dove,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Streptopelia decaocto,0
30,Corvus monedula,Eurasian Jackdaw,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Corvus monedula,0
31,Muscicapa striata,Spotted Flycatcher,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Muscicapa striata,0
32,Troglodytes troglodytes,Eurasian Wren,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Troglodytes troglodytes,0
33,Troglodytes troglodytes,Eurasian Wren,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Troglodytes troglodytes,0
34,Muscicapa striata,Spotted Flycatcher,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Muscicapa striata,0
35,Phasianus colchicus,Ring-necked Pheasant,2005-06-28T00:00:00,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Phasianus colchicus,0
36,Fringilla coelebs,Common Chaffinch,2005-06-29T00:00:00,2005,6,29,700,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Fringilla coelebs,0
37,Fringilla coelebs,Common Chaffinch,2005-06-29T00:00:00,2005,6,29,700,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Fringilla coelebs,0
38,Columba palumbus,Common Wood-Pigeon,2005-06-29T00:00:00,2005,6,29,700,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Columba palumbus,0
39,Corvus frugilegus,Rook,2005-07-03T00:00:00,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Corvus frugilegus,0
40,Corvus monedula,Eurasian Jackdaw,2005-07-03T00:00:00,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Corvus monedula,0
41,Larus marinus,Great Black-backed Gull,2005-07-03T00:00:00,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Larus marinus,1
42,Numenius arquata,Eurasian Curlew,2005-07-03T00:00:00,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Numenius arquata,0
43,Numenius arquata,Eurasian Curlew,2005-07-03T00:00:00,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Numenius arquata,0
44,Haematopus ostralegus,Eurasian Oystercatcher,2005-07-03T00:00:00,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Haematopus ostralegus,0
45,Larus argentatus,Herring Gull,2005-07-04T00:00:00,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Larus argentatus,0
46,Saxicola rubicola,European Stonechat,2005-07-04T00:00:00,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Saxicola rubicola,0
47,Saxicola rubicola,European Stonechat,2005-07-04T00:00:00,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Saxicola rubicola,0
48,Linaria cannabina,Eurasian Linnet,2005-07-04T00:00:00,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Linaria cannabina,0
49,Linaria cannabina,Eurasian Linnet,2005-07-04T00:00:00,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Linaria cannabina,0
50,Larus argentatus argentatus/argenteus,Herring Gull (European),2015-12-09T00:00:00,2015,12,9,1330,Ireland,IE-M-CK,Munster,Cork,Castletownbere Harbour,51.6523,-9.9082,Larus argentatus,0
51,Larus argentatus argentatus/argenteus,Herring Gull (European),2015-12-09T00:00:00,2015,12,9,1330,Ireland,IE-M-CK,Munster,Cork,Castletownbere Harbour,51.6523,-9.9082,Larus argentatus,0
52,Cinclus cinclus,White-throated Dipper,2015-12-13T00:00:00,2015,12,13,830,Ireland,IE-L-DN,Leinster,Dublin,Dodder Riverbank Park--East of M50,53.2893,-6.3268,Cinclus cinclus,0
53,Acanthis cabaret,Lesser Redpoll,2015-12-13T00:00:00,2015,12,13,830,Ireland,IE-L-DN,Leinster,Dublin,Dodder Riverbank Park--East of M50,53.2893,-6.3268,Acanthis cabaret,0
54,Tachybaptus ruficollis,Little Grebe,2015-12-13T00:00:00,2015,12,13,830,Ireland,IE-L-DN,Leinster,Dublin,Dodder Riverbank Park--East of M50,53.2893,-6.3268,Tachybaptus ruficollis,1
55,Anas platyrhynchos (Domestic type),Mallard (Domestic type),2015-12-13T00:00:00,2015,12,13,830,Ireland,IE-L-DN,Leinster,Dublin,Dodder Riverbank Park--East of M50,53.2893,-6.3268,Anas platyrhynchos (Domestic type),0
56,Certhia familiaris,Eurasian Treecreeper,2015-12-13T00:00:00,2015,12,13,1130,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Certhia familiaris,0
57,Cepphus grylle,Black Guillemot,2015-12-09T00:00:00,2015,12,9,1545,Ireland,IE-M-CK,Munster,Cork,Bantry Harbour,51.681,-9.4569,Cepphus grylle,0
58,Cepphus grylle,Black Guillemot,2015-12-09T00:00:00,2015,12,9,1545,Ireland,IE-M-CK,Munster,Cork,Bantry Harbour,51.681,-9.4569,Cepphus grylle,0
59,Motacilla cinerea,Gray Wagtail,2015-12-09T00:00:00,2015,12,9,1545,Ireland,IE-M-CK,Munster,Cork,Bantry Harbour,51.681,-9.4569,Motacilla cinerea,0
60,Anser brachyrhynchus,Pink-footed Goose,2015-12-24T00:00:00,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Anser brachyrhynchus,1
61,Anser brachyrhynchus,Pink-footed Goose,2015-12-24T00:00:00,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Anser brachyrhynchus,1
62,Anser brachyrhynchus,Pink-footed Goose,2015-12-24T00:00:00,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Anser brachyrhynchus,1
63,Accipiter nisus,Eurasian Sparrowhawk,2015-12-24T00:00:00,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Accipiter nisus,0
64,Accipiter nisus,Eurasian Sparrowhawk,2015-12-24T00:00:00,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Accipiter nisus,0
65,Larus delawarensis,Ring-billed Gull,2015-12-31T00:00:00,2015,12,31,845,Ireland,IE-L-LH,Leinster,Louth,Dundalk Bay--Lurgangreen (hide and saltmarsh),53.9518,-6.3795,Larus delawarensis,0
66,Larus delawarensis,Ring-billed Gull,2015-12-31T00:00:00,2015,12,31,845,Ireland,IE-L-LH,Leinster,Louth,Dundalk Bay--Lurgangreen (hide and saltmarsh),53.9518,-6.3795,Larus delawarensis,0
67,Anser brachyrhynchus,Pink-footed Goose,2015-12-31T00:00:00,2015,12,31,845,Ireland,IE-L-LH,Leinster,Louth,Dundalk Bay--Lurgangreen (hide and saltmarsh),53.9518,-6.3795,Anser brachyrhynchus,1
68,Anser brachyrhynchus,Pink-footed Goose,2015-12-31T00:00:00,2015,12,31,845,Ireland,IE-L-LH,Leinster,Louth,Dundalk Bay--Lurgangreen (hide and saltmarsh),53.9518,-6.3795,Anser brachyrhynchus,1
69,Calidris minutilla,Least Sandpiper,2011-09-27T00:00:00,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris minutilla,0
70,Calidris subruficollis,Buff-breasted Sandpiper,2011-09-27T00:00:00,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris subruficollis,0
71,Pica pica,Eurasian Magpie,2012-06-08T00:00:00,2012,6,8,1800,Ireland,IE-M-CE,Munster,Clare,"Doolin, County Clare",53.0182,-9.3719,Pica pica,1
72,Motacilla sp.,wagtail sp.,2016-01-18T00:00:00,2016,1,18,900,Ireland,IE-L-DN,Leinster,Dublin,River Dodder (Ringsend to Ballsbridge),53.3416,-6.2286,Motacilla sp.,0
73,Motacilla sp.,wagtail sp.,2016-01-18T00:00:00,2016,1,18,900,Ireland,IE-L-DN,Leinster,Dublin,River Dodder (Ringsend to Ballsbridge),53.3416,-6.2286,Motacilla sp.,0
74,Phalacrocorax aristotelis,European Shag,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Phalacrocorax aristotelis,0
75,Haematopus ostralegus,Eurasian Oystercatcher,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Haematopus ostralegus,0
76,Morus bassanus,Northern Gannet,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Morus bassanus,0
77,Morus bassanus,Northern Gannet,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Morus bassanus,0
78,Alca torda,Razorbill,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Alca torda,0
79,Alca torda,Razorbill,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Alca torda,0
80,Larus marinus,Great Black-backed Gull,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Larus marinus,1
81,Larus marinus,Great Black-backed Gull,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Larus marinus,1
82,Fratercula arctica,Atlantic Puffin,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Fratercula arctica,0
83,Fratercula arctica,Atlantic Puffin,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Fratercula arctica,0
84,Uria aalge,Common Murre,2014-06-15T00:00:00,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Uria aalge,0
85,Certhia familiaris,Eurasian Treecreeper,2011-04-26T00:00:00,2011,4,26,0,Ireland,IE-M-CE,Munster,Clare,Ballynalackan,53.0486,-9.3382,Certhia familiaris,0
86,Cyanistes caeruleus,Eurasian Blue Tit,2011-04-28T00:00:00,2011,4,28,0,Ireland,IE-M-KY,Munster,Kerry,Pax House,52.1339,-10.2573,Cyanistes caeruleus,0
87,Alauda arvensis,Eurasian Skylark,2011-04-27T00:00:00,2011,4,27,800,Ireland,IE-M-CE,Munster,Clare,Ballynalackan,53.0486,-9.3382,Alauda arvensis,0
88,Tadorna tadorna,Common Shelduck,2010-06-09T00:00:00,2010,6,9,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Tadorna tadorna,1
89,Ardea cinerea,Gray Heron,2010-06-09T00:00:00,2010,6,9,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Ardea cinerea,1
90,Corvus cornix,Hooded Crow,2010-06-09T00:00:00,2010,6,9,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Corvus cornix,0
91,Cygnus cygnus,Whooper Swan,2010-06-09T00:00:00,2010,6,9,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Cygnus cygnus,1
92,Uria aalge,Common Murre,2013-05-05T00:00:00,2013,5,5,1130,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Uria aalge,0
93,Pica pica,Eurasian Magpie,2010-06-12T00:00:00,2010,6,12,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Pica pica,1
94,Pica pica,Eurasian Magpie,2010-06-12T00:00:00,2010,6,12,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Pica pica,1
95,Motacilla alba,White Wagtail,2010-06-12T00:00:00,2010,6,12,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Motacilla alba,0
96,Motacilla alba,White Wagtail,2010-06-12T00:00:00,2010,6,12,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Motacilla alba,0
97,Fringilla coelebs,Common Chaffinch,2013-07-10T00:00:00,2013,7,10,0,Ireland,IE-U-DL,Ulster,Donegal,Glenveagh NP,55.018,-8.002,Fringilla coelebs,0
98,Fringilla coelebs,Common Chaffinch,2013-07-10T00:00:00,2013,7,10,0,Ireland,IE-U-DL,Ulster,Donegal,Glenveagh NP,55.018,-8.002,Fringilla coelebs,0
99,Erithacus rubecula,European Robin,2013-07-10T00:00:00,2013,7,10,0,Ireland,IE-U-DL,Ulster,Donegal,Glenveagh NP,55.018,-8.002,Erithacus rubecula,0
100,Erithacus rubecula,European Robin,2013-07-10T00:00:00,2013,7,10,0,Ireland,IE-U-DL,Ulster,Donegal,Glenveagh NP,55.018,-8.002,Erithacus rubecula,0
101,Motacilla cinerea,Gray Wagtail,2013-07-16T00:00:00,2013,7,16,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Motacilla cinerea,0
102,Motacilla cinerea,Gray Wagtail,2013-07-16T00:00:00,2013,7,16,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Motacilla cinerea,0
103,Alca torda,Razorbill,2013-07-19T00:00:00,2013,7,19,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
104,Fratercula arctica,Atlantic Puffin,2013-07-19T00:00:00,2013,7,19,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
105,Fratercula arctica,Atlantic Puffin,2013-07-19T00:00:00,2013,7,19,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
106,Uria aalge,Common Murre,2013-07-19T00:00:00,2013,7,19,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Uria aalge,0
107,Chroicocephalus ridibundus,Black-headed Gull,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Chroicocephalus ridibundus,1
108,Corvus cornix,Hooded Crow,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Corvus cornix,0
109,Motacilla alba,White Wagtail,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Motacilla alba,0
110,Podiceps cristatus,Great Crested Grebe,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Podiceps cristatus,1
111,Arenaria interpres,Ruddy Turnstone,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Arenaria interpres,0
112,Larus canus,Mew Gull,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Larus canus,1
113,Haematopus ostralegus,Eurasian Oystercatcher,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Haematopus ostralegus,0
114,Haematopus ostralegus,Eurasian Oystercatcher,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Haematopus ostralegus,0
115,Calidris alba,Sanderling,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Calidris alba,0
116,Tringa totanus,Common Redshank,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Tringa totanus,0
117,Limosa limosa,Black-tailed Godwit,2016-02-17T00:00:00,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Limosa limosa,0
118,Motacilla alba,White Wagtail,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Motacilla alba,0
119,Cepphus grylle,Black Guillemot,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Cepphus grylle,0
120,Cepphus grylle,Black Guillemot,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Cepphus grylle,0
121,Cepphus grylle,Black Guillemot,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Cepphus grylle,0
122,Cepphus grylle,Black Guillemot,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Cepphus grylle,0
123,Phoenicurus ochruros,Black Redstart,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Phoenicurus ochruros,0
124,Phoenicurus ochruros,Black Redstart,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Phoenicurus ochruros,0
125,Phoenicurus ochruros,Black Redstart,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Phoenicurus ochruros,0
126,Chroicocephalus ridibundus,Black-headed Gull,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Chroicocephalus ridibundus,1
127,Anthus pratensis,Meadow Pipit,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Anthus pratensis,0
128,Chroicocephalus ridibundus,Black-headed Gull,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Chroicocephalus ridibundus,1
129,Arenaria interpres,Ruddy Turnstone,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Arenaria interpres,0
130,Linaria cannabina,Eurasian Linnet,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Linaria cannabina,0
131,Linaria cannabina,Eurasian Linnet,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Linaria cannabina,0
132,Ichthyaetus melanocephalus,Mediterranean Gull,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Ichthyaetus melanocephalus,0
133,Ichthyaetus melanocephalus,Mediterranean Gull,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Ichthyaetus melanocephalus,0
134,Ichthyaetus melanocephalus,Mediterranean Gull,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Ichthyaetus melanocephalus,0
135,Ichthyaetus melanocephalus,Mediterranean Gull,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Ichthyaetus melanocephalus,0
136,Erithacus rubecula,European Robin,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Erithacus rubecula,0
137,Erithacus rubecula,European Robin,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Erithacus rubecula,0
138,Gavia immer,Common Loon,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Gavia immer,0
139,Gavia immer,Common Loon,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Gavia immer,0
